doi,title,year,citations,pdf_url,source
10.1021/acs.chemmater.0c03218,Synthesis and Structure–Property Relationships of Polyimide Covalent Organic Frameworks for Carbon Dioxide Capture and (Aqueous) Sodium-Ion Batteries,2021,111,https://pubs.acs.org/doi/pdf/10.1021/acs.chemmater.0c03218,openalex
10.1039/d1sc05715d,Synergetic stability enhancement with magnesium and calcium ion substitution for Ni/Mn-based P2-type sodium-ion battery cathodes,2021,111,https://pubs.rsc.org/en/content/articlepdf/2022/sc/d1sc05715d,openalex
10.1103/physrevapplied.4.064002,"Vacancy Ordering in <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mi>O</mml:mi><mml:mn>3</mml:mn></mml:math>-Type Layered Metal Oxide Sodium-Ion Battery Cathodes",2015,111,http://link.aps.org/pdf/10.1103/PhysRevApplied.4.064002,openalex
10.1038/s41598-020-66148-w,Investigation on the Electrochemical Performances of Mn2O3 as a Potential Anode for Na-Ion Batteries,2020,110,https://www.nature.com/articles/s41598-020-66148-w.pdf,openalex
10.1007/s40820-017-0165-1,Template-Free Synthesis of Sb2S3 Hollow Microspheres as Anode Materials for Lithium-Ion and Sodium-Ion Batteries,2017,110,https://link.springer.com/content/pdf/10.1007/s40820-017-0165-1.pdf,openalex
10.1002/cey2.220,Engineering homotype heterojunctions in hard carbon to induce stable solid electrolyte interfaces for sodium‐ion batteries,2022,110,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cey2.220,openalex
10.1038/srep13862,Graphene-Wrapped Anatase TiO2 Nanofibers as High-Rate and Long-Cycle-Life Anode Material for Sodium Ion Batteries,2015,110,https://www.nature.com/articles/srep13862.pdf,openalex
10.1016/j.jechem.2019.01.025,"Effect of cation (Li+, Na+, K+, Rb+, Cs+) in aqueous electrolyte on the electrochemical redox of Prussian blue analogue (PBA) cathodes",2019,110,https://www.sciencedirect.com/science/article/am/pii/S209549561831235X?via%3Dihub,openalex
10.1007/s40820-019-0243-7,SnS2@C Hollow Nanospheres with Robust Structural Stability as High-Performance Anodes for Sodium Ion Batteries,2019,110,https://link.springer.com/content/pdf/10.1007/s40820-019-0243-7.pdf,openalex
10.1016/j.jpowsour.2020.229318,Thermodynamics and kinetics of 2D g-GeC monolayer as an anode materials for Li/Na-ion batteries,2020,109,https://www.sciencedirect.com/science/article/am/pii/S0378775320316062?via%3Dihub,openalex
10.1021/acsenergylett.0c00700,Controlling Surface Phase Transition and Chemical Reactivity of O3-Layered Metal Oxide Cathodes for High-Performance Na-Ion Batteries,2020,109,https://www.osti.gov/biblio/1644016,openalex
10.1038/s41598-017-04958-1,3D free-standing nitrogen-doped reduced graphene oxide aerogel as anode material for sodium ion batteries with enhanced sodium storage,2017,109,https://www.nature.com/articles/s41598-017-04958-1.pdf,openalex
10.1021/acscentsci.3c00907,Polyanionic Cathode Materials for Practical Na-Ion Batteries toward High Energy Density and Long Cycle Life,2023,108,https://doi.org/10.1021/acscentsci.3c00907,openalex
10.1016/j.chempr.2021.06.008,Atomically dispersed Ni induced by ultrahigh N-doped carbon enables stable sodium storage,2021,108,http://www.cell.com/article/S2451929421003120/pdf,openalex
10.1021/jacs.8b04183,Sodiation and Desodiation via Helical Phosphorus Intermediates in High-Capacity Anodes for Sodium-Ion Batteries,2018,108,https://doi.org/10.1021/jacs.8b04183,openalex
10.1021/acsami.0c21081,High Stability and Long Cycle Life of Rechargeable Sodium-Ion Battery Using Manganese Oxide Cathode: A Combined Density Functional Theory (DFT) and Experimental Study,2021,108,https://pubs.acs.org/doi/pdf/10.1021/acsami.0c21081,openalex
10.1016/j.gee.2017.05.004,A green route to synthesize low-cost and high-performance hard carbon as promising sodium-ion battery anodes from sorghum stalk waste,2017,108,https://doi.org/10.1016/j.gee.2017.05.004,openalex
10.1002/aenm.201904147,Nitrogen and Sulfur Vacancies in Carbon Shell to Tune Charge Distribution of Co<sub>6</sub>Ni<sub>3</sub>S<sub>8</sub> Core and Boost Sodium Storage,2020,107,http://hdl.handle.net/10072/401836,openalex
10.1021/acs.nanolett.0c00964,Highly Reversible Sodiation/Desodiation from a Carbon-Sandwiched SnS<sub>2</sub> Nanosheet Anode for Sodium Ion Batteries,2020,106,https://www.osti.gov/biblio/1660381,openalex
10.1002/advs.201801222,TiO<sub>2</sub>‐Coated Interlayer‐Expanded MoSe<sub>2</sub>/Phosphorus‐Doped Carbon Nanospheres for Ultrafast and Ultralong Cycling Sodium Storage,2018,106,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.201801222,openalex
10.1038/s41467-023-40669-0,Design principles for NASICON super-ionic conductors,2023,106,https://www.nature.com/articles/s41467-023-40669-0.pdf,openalex
10.1016/j.matt.2019.03.010,N-Doped Carbon Nanonecklaces with Encapsulated Sb as a Sodium-Ion Battery Anode,2019,106,http://www.cell.com/article/S2590238519300141/pdf,openalex
10.1002/eem2.12178,Directional Oxygen Functionalization by Defect in Different Metamorphic‐Grade Coal‐Derived Carbon Materials for Sodium Storage,2021,106,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/eem2.12178,openalex
10.1021/acs.chemmater.5b02142,Rate Dependent Performance Related to Crystal Structure Evolution of Na<sub>0.67</sub>Mn<sub>0.8</sub>Mg<sub>0.2</sub>O<sub>2</sub> in a Sodium-Ion Battery,2015,105,http://handle.unsw.edu.au/1959.4/unsworks_38224,openalex
10.1149/2.0121506jes,Relating Electrolyte Concentration to Performance and Stability for NaTi<sub>2</sub>(PO<sub>4</sub>)<sub>3</sub>/Na<sub>0.44</sub>MnO<sub>2</sub>Aqueous Sodium-Ion Batteries,2015,105,https://iopscience.iop.org/article/10.1149/2.0121506jes/pdf,openalex
10.1021/acs.chemmater.1c00569,Role of Lithium Doping in P2-Na<sub>0.67</sub>Ni<sub>0.33</sub>Mn<sub>0.67</sub>O<sub>2</sub> for Sodium-Ion Batteries,2021,105,https://pubs.acs.org/doi/pdf/10.1021/acs.chemmater.1c00569,openalex
10.1007/s40820-020-0381-y,Facile Synthesis of FePS3 Nanosheets@MXene Composite as a High-Performance Anode Material for Sodium Storage,2020,105,https://link.springer.com/content/pdf/10.1007/s40820-020-0381-y.pdf,openalex
10.1002/anie.201805555,Identifying the Structural Evolution of the Sodium Ion Battery Na<sub>2</sub>FePO<sub>4</sub>F Cathode,2018,105,https://www.osti.gov/biblio/1465219,openalex
10.1002/adma.202412989,Cell‐Shearing Chemistry Directed Closed‐Pore Regeneration in Biomass‐Derived Hard Carbons for Ultrafast Sodium Storage,2024,104,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202412989,openalex
10.1021/acsnano.0c04366,Durian-Inspired Design of Bismuth–Antimony Alloy Arrays for Robust Sodium Storage,2020,104,https://www.osti.gov/biblio/1756843,openalex
10.1002/cey2.191,Vanadium‐modified hard carbon spheres with sufficient pseudographitic domains as high‐performance anode for sodium‐ion batteries,2022,104,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cey2.191,openalex
10.1016/j.matt.2019.03.008,Sodium-Sulfur Batteries with a Polymer-Coated NASICON-type Sodium-Ion Solid Electrolyte,2019,104,http://www.cell.com/article/S2590238519300128/pdf,openalex
10.1039/d0cp03639k,"Towards standard electrolytes for sodium-ion batteries: physical properties, ion solvation and ion-pairing in alkyl carbonate solvents",2020,104,https://pubs.rsc.org/en/content/articlepdf/2020/cp/d0cp03639k,openalex
10.1021/acsnano.3c02323,High-Voltage Potassium Hexacyanoferrate Cathode via High-Entropy and Potassium Incorporation for Stable Sodium-Ion Batteries,2023,103,https://www.osti.gov/servlets/purl/2205648,openalex
10.1021/acs.chemmater.9b02269,Water Contributes to Higher Energy Density and Cycling Stability of Prussian Blue Analogue Cathodes for Aqueous Sodium-Ion Batteries,2019,103,https://www.osti.gov/servlets/purl/1577488,openalex
10.1021/acsami.0c05784,Symmetric Sodium-Ion Battery Based on Dual-Electron Reactions of NASICON-Structured Na<sub>3</sub>MnTi(PO<sub>4</sub>)<sub>3</sub> Material,2020,103,https://eprints.gla.ac.uk/285557/,openalex
10.1002/adfm.202309701,Optimizing the Electron Spin States of Na<sub>4</sub>Fe<sub>3</sub>(PO<sub>4</sub>)<sub>2</sub>P<sub>2</sub>O<sub>7</sub> Cathodes via Mn/F Dual‐Doping for Enhanced Sodium Storage,2023,103,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adfm.202309701,openalex
10.1016/j.xcrp.2022.100868,Advances in electrode/electrolyte interphase for sodium-ion batteries from half cells to full cells,2022,102,https://doi.org/10.1016/j.xcrp.2022.100868,openalex
10.1016/j.jpowsour.2019.04.080,Na4MnV(PO4)3-rGO as Advanced cathode for aqueous and non-aqueous sodium ion batteries,2019,102,https://www.osti.gov/biblio/1567002,openalex
10.1038/s41598-018-20334-z,Strain-engineered two-dimensional MoS2 as anode material for performance enhancement of Li/Na-ion batteries,2018,102,https://www.nature.com/articles/s41598-018-20334-z.pdf,openalex
10.1016/j.elecom.2015.03.002,On the high and low temperature performances of Na-ion battery materials: Hard carbon as a case study,2015,102,https://doaj.org/article/7d387d30ce8f41a1a379deba911ef0b2,openalex
10.1038/s41524-021-00515-7,Nanometer-size Na cluster formation in micropore of hard carbon as origin of higher-capacity Na-ion battery,2021,101,https://www.nature.com/articles/s41524-021-00515-7.pdf,openalex
10.1016/j.mtadv.2020.100054,Two-dimensional materials as anodes for sodium-ion batteries,2020,101,https://doi.org/10.1016/j.mtadv.2020.100054,openalex
10.1039/d0ee01569e,4 V room-temperature all-solid-state sodium battery enabled by a passivating cathode/hydroborate solid electrolyte interface,2020,101,https://pubs.rsc.org/en/content/articlepdf/2020/ee/d0ee01569e,openalex
10.1039/c6ta05896e,"Na-ion dynamics in tetragonal and cubic Na<sub>3</sub>PS<sub>4</sub>, a Na-ion conductor for solid state Na-ion batteries",2016,101,https://pubs.rsc.org/en/content/articlepdf/2016/ta/c6ta05896e,openalex
10.1016/j.nanoen.2020.104997,Al and Fe-containing Mn-based layered cathode with controlled vacancies for high-rate sodium ion batteries,2020,101,https://www.osti.gov/biblio/2279654,openalex
10.1016/j.jechem.2023.11.004,Advances in sodium-ion batteries at low-temperature: Challenges and strategies,2023,101,https://doi.org/10.1016/j.jechem.2023.11.004,openalex
10.1039/c5ta03164h,Three dimensional architecture of carbon wrapped multilayer Na<sub>3</sub>V<sub>2</sub>O<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>F nanocubes embedded in graphene for improved sodium ion batteries,2015,101,https://pubs.rsc.org/en/content/articlepdf/2015/ta/c5ta03164h,openalex
10.1002/aenm.202200647,Combining Experimental and Theoretical Techniques to Gain an Atomic Level Understanding of the Defect Binding Mechanism in Hard Carbon Anodes for Sodium Ion Batteries,2022,100,https://www.osti.gov/biblio/1981376,openalex
10.1002/adfm.202001151,Excellent Cycling Stability of Sodium Anode Enabled by a Stable Solid Electrolyte Interphase Formed in Ether‐Based Electrolytes,2020,100,https://www.osti.gov/biblio/1616199,openalex
10.1002/celc.201801621,Analysis of the Solid Electrolyte Interphase on Hard Carbon Electrodes in Sodium‐Ion Batteries,2019,100,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/celc.201801621,openalex
10.1038/s41563-024-02011-x,A family of dual-anion-based sodium superionic conductors for all-solid-state sodium-ion batteries,2024,100,https://escholarship.org/content/qt00n6f6rp/qt00n6f6rp.pdf,openalex
10.1039/d1se01292d,On the environmental competitiveness of sodium-ion batteries under a full life cycle perspective – a cell-chemistry specific modelling approach,2021,99,https://pubs.rsc.org/en/content/articlepdf/2021/se/d1se01292d,openalex
10.1002/cey2.222,Unfolding the structural features of NASICON materials for sodium‐ion full cells,2022,99,https://doi.org/10.1002/cey2.222,openalex
10.1038/s41524-018-0070-2,An effective method to screen sodium-based layered materials for sodium ion batteries,2018,99,https://www.nature.com/articles/s41524-018-0070-2.pdf,openalex
10.1002/inf2.12288,Sodium‐rich <scp>NASICON</scp>‐structured cathodes for boosting the energy density and lifespan of sodium‐free‐anode sodium metal batteries,2022,99,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/inf2.12288,openalex
10.1002/smll.202107183,Hierarchical Nanocellulose‐Based Gel Polymer Electrolytes for Stable Na Electrodeposition in Sodium Ion Batteries,2022,98,http://hdl.handle.net/10810/61078,openalex
10.1016/j.jechem.2022.06.016,Insights into Ti doping for stabilizing the Na2/3Fe1/3Mn2/3O2 cathode in sodium ion battery,2022,98,https://www.osti.gov/servlets/purl/1889699,openalex
10.1007/s40820-022-00885-7,Tailoring Nitrogen Terminals on MXene Enables Fast Charging and Stable Cycling Na-Ion Batteries at Low Temperature,2022,97,https://link.springer.com/content/pdf/10.1007/s40820-022-00885-7.pdf,openalex
10.1098/rsos.201779,Strategies for synthesis of Prussian blue analogues,2021,97,https://royalsocietypublishing.org/doi/pdf/10.1098/rsos.201779,openalex
10.1007/s40820-022-00873-x,Natural Stibnite for Lithium-/Sodium-Ion Batteries: Carbon Dots Evoked High Initial Coulombic Efficiency,2022,97,https://link.springer.com/content/pdf/10.1007/s40820-022-00873-x.pdf,openalex
10.1039/c5ta10568d,Inexpensive colloidal SnSb nanoalloys as efficient anode materials for lithium- and sodium-ion batteries,2016,97,https://pubs.rsc.org/en/content/articlepdf/2016/ta/c5ta10568d,openalex
10.1021/acsomega.8b01117,"Combined Structural, Chemometric, and Electrochemical Investigation of Vertically Aligned TiO<sub>2</sub> Nanotubes for Na-ion Batteries",2018,97,https://pubs.acs.org/doi/pdf/10.1021/acsomega.8b01117,openalex
10.1016/j.jelechem.2017.06.002,Investigation of the solid electrolyte interphase on hard carbon electrode for sodium ion batteries,2017,96,https://digitalcommons.uri.edu/chm_facpubs/685,openalex
10.1038/s41467-024-45460-3,Electron paramagnetic resonance as a tool to determine the sodium charge storage mechanism of hard carbon,2024,96,https://www.nature.com/articles/s41467-024-45460-3.pdf,openalex
10.1002/aenm.202303584,Unveiling the Microscopic Origin of Irreversible Capacity Loss of Hard Carbon for Sodium‐Ion Batteries,2024,96,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202303584,openalex
10.1007/s40820-019-0291-z,High-Performance Na-Ion Storage of S-Doped Porous Carbon Derived from Conjugated Microporous Polymers,2019,95,https://link.springer.com/content/pdf/10.1007/s40820-019-0291-z.pdf,openalex
10.1007/s40820-020-00562-7,"Dimensional Gradient Structure of CoSe2@CNTs–MXene Anode Assisted by Ether for High-Capacity, Stable Sodium Storage",2021,94,https://link.springer.com/content/pdf/10.1007/s40820-020-00562-7.pdf,openalex
10.1016/j.matdes.2019.108287,Substantial doping engineering in Na3V2-xFex(PO4)3 (0≤x≤0.15) as high-rate cathode for sodium-ion battery,2019,94,https://doi.org/10.1016/j.matdes.2019.108287,openalex
10.1002/adma.202404172,High‐Entropy Prussian Blue Analogues Enable Lattice Respiration for Ultrastable Aqueous Aluminum‐Ion Batteries,2024,94,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202404172,openalex
10.1007/s40820-022-00855-z,Porous Microspheres Comprising CoSe2 Nanorods Coated with N-Doped Graphitic C and Polydopamine-Derived C as Anodes for Long-Lived Na-Ion Batteries,2022,94,https://link.springer.com/content/pdf/10.1007/s40820-022-00855-z.pdf,openalex
10.1016/j.elecom.2019.106635,Non-flammable organic electrolyte for sodium-ion batteries,2019,94,https://doi.org/10.1016/j.elecom.2019.106635,openalex
10.1002/adma.202407369,Precisely Tunable Instantaneous Carbon Rearrangement Enables Low‐Working‐Potential Hard Carbon Toward Sodium‐Ion Batteries with Enhanced Energy Density,2024,94,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202407369,openalex
10.1016/j.pnsc.2022.12.003,Progress in electrode materials for the industrialization of sodium-ion batteries,2022,94,https://doi.org/10.1016/j.pnsc.2022.12.003,openalex
10.1016/j.jechem.2024.05.005,High-efficiently doping nitrogen in kapok fiber-derived hard carbon used as anode materials for boosting rate performance of sodium-ion batteries,2024,94,https://doi.org/10.1016/j.jechem.2024.05.005,openalex
10.1021/acsami.0c22032,Moisture-Driven Degradation Pathways in Prussian White Cathode Material for Sodium-Ion Batteries,2021,94,https://doi.org/10.1021/acsami.0c22032,openalex
10.1016/j.ensm.2018.05.001,New insights into understanding the exceptional electrochemical performance of P2-type manganese-based layered oxide cathode for sodium ion batteries,2018,93,https://ro.uow.edu.au/articles/journal_contribution/New_insights_into_understanding_the_exceptional_electrochemical_performance_of_P2-type_manganese-based_layered_oxide_cathode_for_sodium_ion_batteries/27781767/1/files/50553666.pdf,semantic_scholar
10.1016/j.jpowsour.2016.09.094,Co3O4 negative electrode material for rechargeable sodium ion batteries: An investigation of conversion reaction mechanism and morphology-performances correlations,2016,93,http://hdl.handle.net/10281/133162,openalex
10.1016/j.carbon.2018.10.091,Ultrafine FeSe nanoparticles embedded into 3D carbon nanofiber aerogels with FeSe/Carbon interface for efficient and long-life sodium storage,2018,93,https://ars.els-cdn.com/content/image/1-s2.0-S0008622318310108-fx1_lrg.jpg,openalex
10.1039/d1na00081k,Pillared Mo <sub>2</sub> TiC <sub>2</sub> MXene for high-power and long-life lithium and sodium-ion batteries,2021,93,https://pubs.rsc.org/en/content/articlepdf/2021/na/d1na00081k,openalex
10.1021/acsami.1c06160,Carbon-Decorated Na<sub>3</sub>V<sub>2</sub>(PO<sub>4</sub>)<sub>3</sub> as Ultralong Lifespan Cathodes for High-Energy-Density Symmetric Sodium-Ion Batteries,2021,93,http://infoscience.epfl.ch/record/287378,openalex
10.1002/smll.202405632,Deconstruction Engineering of Lignocellulose Toward High‐Plateau‐Capacity Hard Carbon Anodes for Sodium‐Ion Batteries,2024,92,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smll.202405632,openalex
10.1016/j.xcrp.2024.101851,"Hard carbon anode for lithium-, sodium-, and potassium-ion batteries: Advancement and future perspective",2024,92,https://doi.org/10.1016/j.xcrp.2024.101851,openalex
10.1038/s41598-018-28310-3,N-doped catalytic graphitized hard carbon for high-performance lithium/sodium-ion batteries,2018,91,https://www.nature.com/articles/s41598-018-28310-3.pdf,openalex
10.1016/j.elecom.2016.05.005,Iron phosphide as negative electrode material for Na-ion batteries,2016,91,https://doaj.org/article/434b7b5dd79b4fd48e6599e04cd37032,openalex
10.1016/j.elecom.2017.05.011,Bismuth nanosheets grown on carbon fiber cloth as advanced binder-free anode for sodium-ion batteries,2017,91,https://doaj.org/article/9f92e43d8b2b49bda0a725364daa0f51,openalex
10.1016/j.ensm.2019.09.030,Materials and engineering endeavors towards practical sodium-ion batteries,2019,91,https://www.sciencedirect.com/science/article/am/pii/S2405829719309857?via%3Dihub,openalex
10.1039/c9ta13189b,Self-supported binder-free hard carbon electrodes for sodium-ion batteries: insights into their sodium storage mechanisms,2020,91,https://hal.science/hal-02927042,openalex
10.1016/j.jpowsour.2017.12.072,Design of high-performance cathode materials with single-phase pathway for sodium ion batteries: A study on P2-Nax(LiyMn1-y)O2 compounds,2018,90,https://www.osti.gov/biblio/1548668,openalex
10.1002/anie.202318960,Molecular Engineering Enabling High Initial Coulombic Efficiency and Rubost Solid Electrolyte Interphase for Hard Carbon in Sodium‐Ion Batteries,2024,90,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.202318960,openalex
10.1039/d1ta01148k,Exceeding three-electron reactions in Na<sub>3+2x</sub>Mn<sub>1+x</sub>Ti<sub>1−x</sub>(PO<sub>4</sub>)<sub>3</sub> NASICON cathodes with high energy density for sodium-ion batteries,2021,90,https://eprints.gla.ac.uk/285541/,openalex
10.3390/nano10112163,Hydrothermal Activation of Porous Nitrogen-Doped Carbon Materials for Electrochemical Capacitors and Sodium-Ion Batteries,2020,90,https://www.mdpi.com/2079-4991/10/11/2163/pdf,openalex
10.1016/j.electacta.2015.05.107,Transition metal oxide-carbon composites as conversion anodes for sodium-ion battery,2015,89,https://www.sciencedirect.com/science/article/pii/S0013468615012323,openalex
10.1007/s40820-021-00742-z,Post-Synthetic and In Situ Vacancy Repairing of Iron Hexacyanoferrate Toward Highly Stable Cathodes for Sodium-Ion Batteries,2021,89,https://link.springer.com/content/pdf/10.1007/s40820-021-00742-z.pdf,openalex
10.1016/j.nanoen.2019.03.085,Constructing the best symmetric full K-ion battery with the NASICON-type K3V2(PO4)3,2019,89,http://hdl.handle.net/10072/386739,openalex
10.1016/j.cej.2021.130547,Artificial cathode electrolyte interphase by functional additives toward long-life sodium-ion batteries,2021,88,https://doi.org/10.1016/j.cej.2021.130547,openalex
10.1007/s40820-018-0201-9,Bi2Se3/C Nanocomposite as a New Sodium-Ion Battery Anode Material,2018,88,https://link.springer.com/content/pdf/10.1007/s40820-018-0201-9.pdf,openalex
10.1002/anie.202016334,Vacancy‐Enabled O3 Phase Stabilization for Manganese‐Rich Layered Sodium Cathodes,2021,88,https://www.osti.gov/servlets/purl/1762759,openalex
10.1021/acs.jpcc.8b05537,On Disrupting the Na<sup>+</sup>-Ion/Vacancy Ordering in P2-Type Sodium–Manganese–Nickel Oxide Cathodes for Na<sup>+</sup>-Ion Batteries,2018,88,https://www.osti.gov/biblio/1487115,openalex
10.1002/cey2.584,Enhancing the electrochemical performance of semicoke‐based hard carbon anode through oxidation‐crosslinking strategy for low‐cost sodium‐ion batteries,2024,87,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cey2.584,openalex
10.1039/c6ta09220a,Electrochemical properties and structural evolution of O3-type layered sodium mixed transition metal oxides with trivalent nickel,2017,87,https://www.osti.gov/biblio/1475004,openalex
10.1016/j.jpowsour.2015.10.033,The Na2FeP2O7-carbon nanotubes composite as high rate cathode material for sodium ion batteries,2015,87,http://hdl.handle.net/10281/92796,openalex
10.1002/aenm.202500448,A Medium‐Entropy NASICON Cathode for Sodium‐Ion Batteries Achieving High Energy Density Through Dual Enhancement of Voltage and Capacity,2025,87,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202500448,openalex
10.1016/j.ensm.2022.11.040,Dual anionic doping strategy towards synergistic optimization of Co9S8 for fast and durable sodium storage,2022,86,https://scholars.cityu.edu.hk/en/publications/dual-anionic-doping-strategy-towards-synergistic-optimization-of-,openalex
10.1016/j.carbon.2019.02.004,Remarkable enhancement in the electrochemical activity of maricite NaFePO4 on high-surface-area carbon cloth for sodium-ion batteries,2019,86,https://doi.org/10.1016/j.carbon.2019.02.004,openalex
10.20517/energymater.2022.24,Recent advances and perspectives of microsized alloying-type porous anode materials in high-performance Li- and Na-ion batteries,2022,86,https://energymaterj.com/article/download/4937,openalex
10.1007/s40820-019-0294-9,Flexible Conductive Anodes Based on 3D Hierarchical Sn/NS-CNFs@rGO Network for Sodium-Ion Batteries,2019,85,https://link.springer.com/content/pdf/10.1007/s40820-019-0294-9.pdf,openalex
10.34133/2021/9870879,Hunting Sodium Dendrites in NASICON-Based Solid-State Electrolytes,2021,85,https://downloads.spj.sciencemag.org/energymatadv/2021/9870879.pdf,openalex
10.1039/c9qi01268k,Recent progress on metal–organic framework-derived materials for sodium-ion battery anodes,2019,85,https://pubs.rsc.org/en/content/articlepdf/2020/qi/c9qi01268k,openalex
10.1016/j.jpowsour.2016.06.003,Towards safer sodium-ion batteries via organic solvent/ionic liquid based hybrid electrolytes,2016,85,http://hdl.handle.net/10261/147982,openalex
10.1002/cey2.503,Regulating solid electrolyte interphase film on fluorine‐doped hard carbon anode for sodium‐ion battery,2024,84,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cey2.503,openalex
10.1039/c5ta09418f,Feeling the strain: enhancing ionic transport in olivine phosphate cathodes for Li- and Na-ion batteries through strain effects,2016,84,https://pubs.rsc.org/en/content/articlepdf/2016/ta/c5ta09418f,openalex
10.1002/bte2.20220054,Hard carbon anodes derived from phenolic resin/sucrose cross‐linking network for high‐performance sodium‐ion batteries,2022,84,https://doi.org/10.1002/bte2.20220054,openalex
10.1039/d0na00230e,First-principles study of Na insertion at TiO<sub>2</sub> anatase surfaces: new hints for Na-ion battery design,2020,84,https://pubs.rsc.org/en/content/articlepdf/2020/na/d0na00230e,openalex
10.1039/c7sc05185a,Lanthanide doping induced electrochemical enhancement of Na<sub>2</sub>Ti<sub>3</sub>O<sub>7</sub> anodes for sodium-ion batteries,2018,84,https://pubs.rsc.org/en/content/articlepdf/2018/sc/c7sc05185a,openalex
10.1021/acsenergylett.7b00930,"Honeycomb-Ordered Na<sub>3</sub>Ni<sub>1.5</sub>M<sub>0.5</sub>BiO<sub>6</sub> (M = Ni, Cu, Mg, Zn) as High-Voltage Layered Cathodes for Sodium-Ion Batteries",2017,84,https://www.osti.gov/biblio/1409508,openalex
10.1002/aenm.201701021,"Design and Performance of Rechargeable Sodium Ion Batteries, and Symmetrical Li‐Ion Batteries with Supercapacitor‐Like Power Density Based upon Polyoxovanadates",2017,83,"http://eprints.gla.ac.uk/view/author/33637.html>,",openalex
10.1002/cey2.142,Ternary Ni‐based Prussian blue analogue with superior sodium storage performance induced by synergistic effect of Co and Fe,2021,83,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cey2.142,openalex
10.1039/c8ta11276b,Tetragonal C<sub>24</sub>: a topological nodal-surface semimetal with potential as an anode material for sodium ion batteries,2019,83,https://www.osti.gov/servlets/purl/1610322,openalex
10.1038/srep40910,Reduced graphene oxide as a stable and high-capacity cathode material for Na-ion batteries,2017,82,https://www.nature.com/articles/srep40910.pdf,openalex
10.1088/2752-5724/ac8ab9,P2-type layered high-entropy oxides as sodium-ion cathode materials,2022,82,https://iopscience.iop.org/article/10.1088/2752-5724/ac8ab9/pdf,openalex
10.1021/acsomega.7b01481,Enhanced Rate Capability and Cycle Performance of Titanium-Substituted P2-Type Na<sub>0.67</sub>Fe<sub>0.5</sub>Mn<sub>0.5</sub>O<sub>2</sub> as a Cathode for Sodium-Ion Batteries,2018,82,https://doi.org/10.1021/acsomega.7b01481,openalex
10.3390/nano12162825,Vanadium Carbide (V4C3) MXene as an Efficient Anode for Li-Ion and Na-Ion Batteries,2022,82,https://www.mdpi.com/2079-4991/12/16/2825/pdf?version=1661397899,openalex
10.3390/c2040024,Recent Progress in Design of Biomass-Derived Hard Carbons for Sodium Ion Batteries,2016,81,https://www.mdpi.com/2311-5629/2/4/24/pdf?version=1480932232,openalex
10.1002/aenm.202300776,High‐Performing All‐Solid‐State Sodium‐Ion Batteries Enabled by the Presodiation of Hard Carbon,2023,81,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202300776,openalex
10.1002/adma.202203547,An Ultrathin Nonporous Polymer Separator Regulates Na Transfer Toward Dendrite‐Free Sodium Storage Batteries,2023,81,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202203547,openalex
10.1039/c8ta06667a,Enhanced storage ability by using a porous pyrrhotite@N-doped carbon yolk–shell structure as an advanced anode material for sodium-ion batteries,2018,80,https://mpra.ub.uni-muenchen.de/61016/1/MPRA_paper_61016.pdf,openalex
10.1007/s40820-022-00893-7,Molybdenum Oxynitride Atomic Nanoclusters Bonded in Nanosheets of N-Doped Carbon Hierarchical Microspheres for Efficient Sodium Storage,2022,80,https://link.springer.com/content/pdf/10.1007/s40820-022-00893-7.pdf,openalex
10.1021/acsaem.1c02485,Surface-Modified Na(Ni<sub>0.3</sub>Fe<sub>0.4</sub>Mn<sub>0.3</sub>)O<sub>2</sub> Cathodes with Enhanced Cycle Life and Air Stability for Sodium-Ion Batteries,2021,80,https://www.osti.gov/biblio/1858357,openalex
10.1002/adfm.202212692,"Design of Phosphide Anodes Harvesting Superior Sodium Storage: Progress, Challenges, and Perspectives",2023,80,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adfm.202212692,openalex
